label,n,karger_tries,stein_tries
er-110-0.4,110,98,1
er-110-0.05,110,2,1
er-110-0.5,110,2,1
er-110-0.4,110,4,1
er-110-0.55,110,28,3
er-110-0.8,110,78,5
er-110-0.7,110,65,1
er-110-1.0,110,1,1
er-110-0.3,110,25,1
er-110-0.55,110,17,3
er-110-0.25,110,22,1
er-110-0.15,110,3,1
er-110-0.45,110,124,1
er-110-0.55,110,59,1
er-110-0.1,110,5,1
er-110-0.35,110,29,2
er-110-0.5,110,42,1
er-110-0.55,110,23,4
er-110-0.3,110,32,1
er-110-0.65,110,31,1
er-110-0.5,110,116,1
er-110-0.35,110,7,1
er-110-0.7,110,96,1
er-110-0.1,110,7,1
er-110-0.2,110,25,1
er-110-0.35,110,76,1
er-110-0.95,110,27,1
er-110-0.75,110,23,4
er-110-0.2,110,2,1
er-110-0.5,110,11,1
er-120-0.3,120,31,2
er-120-0.25,120,9,1
er-120-0.55,120,77,1
er-120-0.1,120,7,1
er-120-0.45,120,16,1
er-120-0.5,120,5,1
er-120-0.8,120,265,3
er-120-0.9,120,16,1
er-120-0.95,120,72,2
er-120-0.55,120,6,2
er-120-0.65,120,89,1
er-120-1.0,120,1,1
er-120-0.25,120,1,1
er-120-0.55,120,60,1
er-120-0.25,120,23,1
er-120-0.4,120,11,2
er-120-0.75,120,49,1
er-120-0.95,120,58,1
er-120-0.75,120,1,1
er-120-0.15,120,16,1
er-120-0.5,120,46,2
er-120-0.3,120,18,2
er-120-0.8,120,102,2
er-120-0.6,120,40,1
er-120-0.6,120,41,4
er-120-0.2,120,1,1
er-120-0.95,120,30,1
er-120-0.15,120,3,1
er-120-0.85,120,453,1
er-120-0.9,120,213,1
er-120-0.1,120,13,1
er-120-0.7,120,6,3
er-120-0.7,120,191,2
er-120-0.25,120,24,1
er-120-1.0,120,1,1
er-120-0.75,120,15,1
er-120-0.85,120,1,5
er-120-0.4,120,16,1
er-120-0.15,120,11,1
er-120-0.3,120,5,1
er-120-0.1,120,1,1
er-120-0.7,120,51,1
er-120-0.85,120,76,2
er-120-0.5,120,29,1
er-120-1.0,120,1,1
er-120-0.1,120,4,1
er-120-0.85,120,14,1
er-120-0.3,120,28,1
er-120-0.55,120,18,2
er-120-0.15,120,15,1
er-120-0.75,120,82,2
er-120-0.35,120,17,1
er-120-0.45,120,39,2
er-120-0.85,120,105,1
er-120-0.15,120,7,2
er-120-0.3,120,84,1
er-120-0.25,120,1,1
er-120-0.85,120,83,1
er-120-0.65,120,14,1
er-120-0.7,120,29,1
er-120-0.8,120,45,1
er-120-0.65,120,202,1
er-120-0.95,120,56,2
er-120-0.35,120,32,1
er-120-0.55,120,12,1
er-120-1.0,120,1,1
er-120-0.95,120,103,4
er-120-0.25,120,4,1
er-120-0.55,120,3,1
er-120-0.35,120,7,1
er-120-0.85,120,162,1
er-120-0.9,120,10,1
er-120-0.75,120,33,1
er-120-0.75,120,9,1
er-120-0.65,120,10,2
er-120-0.1,120,3,1
er-120-0.5,120,23,4
er-120-0.65,120,118,1
er-120-0.85,120,161,1
er-120-0.25,120,33,1
er-120-0.25,120,54,3
er-120-1.0,120,1,1
er-120-0.95,120,100,4
er-120-0.3,120,55,1
er-120-0.2,120,18,1
er-120-0.4,120,12,1
er-120-0.7,120,3,2
er-120-0.35,120,30,2
er-120-1.0,120,1,1
er-120-0.65,120,12,2
er-120-0.05,120,1,1
er-120-0.25,120,10,1
er-120-1.0,120,1,1
er-120-0.1,120,12,1
er-120-0.85,120,28,4
er-120-0.3,120,14,2
er-120-0.15,120,9,1
er-120-0.25,120,12,1
er-120-0.55,120,52,1
er-120-0.55,120,31,1
er-130-0.15,130,5,3
er-130-0.25,130,97,1
er-130-0.45,130,69,5
er-130-0.25,130,36,1
er-130-0.6,130,87,2
er-130-0.05,130,4,1
er-130-0.75,130,20,3
er-130-0.1,130,4,1
er-130-0.15,130,50,2
er-130-0.7,130,48,3
er-130-0.55,130,268,1
er-130-0.6,130,97,3
er-130-0.05,130,1,1
er-130-0.35,130,14,3
er-130-0.45,130,27,1
er-130-0.8,130,16,1
er-130-1.0,130,1,1
er-130-0.4,130,17,2
er-130-0.4,130,107,3
er-130-0.75,130,5,2
er-130-0.3,130,40,3
er-130-0.3,130,10,1
er-130-1.0,130,1,1
er-130-0.25,130,34,3
er-130-0.15,130,3,2
er-130-0.2,130,17,1
er-130-0.6,130,170,3
er-130-0.75,130,88,1
er-130-0.8,130,20,1
er-130-0.9,130,123,1
er-130-0.95,130,24,1
er-130-0.8,130,75,1
er-130-0.65,130,9,3
er-130-0.95,130,134,2
er-130-0.75,130,89,3
er-130-0.95,130,73,1
er-130-0.8,130,16,1
er-130-0.5,130,14,2
er-130-0.6,130,22,1
er-130-0.8,130,55,3
er-130-0.25,130,37,3
er-130-0.25,130,23,1
er-130-0.35,130,35,1
er-130-0.1,130,6,1
er-130-0.95,130,43,1
er-130-0.6,130,7,1
er-130-1.0,130,1,1
er-130-0.35,130,13,1
er-130-0.8,130,185,1
er-130-0.85,130,151,1
er-130-0.55,130,107,2
er-130-0.6,130,207,3
er-130-0.8,130,15,1
er-130-0.9,130,6,1
er-130-0.05,130,1,1
er-130-0.2,130,22,3
er-130-0.05,130,1,1
er-130-0.25,130,1,1
er-130-0.1,130,3,1
er-130-0.75,130,5,1
er-130-0.55,130,55,1
er-130-0.55,130,13,2
er-130-0.6,130,106,1
er-130-0.85,130,24,1
er-130-0.8,130,55,2
er-130-0.05,130,2,1
er-130-0.5,130,11,1
er-130-0.55,130,108,4
er-130-0.8,130,137,2
er-130-0.3,130,11,1
er-130-0.2,130,52,1
er-130-0.4,130,16,1
er-130-0.1,130,1,1
er-130-0.3,130,29,2
er-130-0.9,130,55,1
er-130-0.45,130,42,2
er-130-0.05,130,1,1
er-130-0.75,130,3,1
er-130-0.2,130,54,3
er-130-0.15,130,3,1
er-130-0.95,130,2,1
er-130-0.35,130,2,1
er-130-0.5,130,128,1
er-130-1.0,130,1,1
er-130-0.15,130,49,2
er-130-0.25,130,21,2
er-130-0.65,130,35,1
er-130-0.75,130,58,1
er-130-0.35,130,13,1
er-130-0.8,130,6,1
er-130-0.2,130,1,1
er-130-0.15,130,5,1
er-130-0.6,130,29,1
er-130-0.9,130,133,3
er-130-0.55,130,45,3
er-130-0.3,130,13,1
er-130-0.45,130,21,1
er-130-0.5,130,19,1
er-130-0.8,130,45,1
er-130-0.55,130,45,1
er-140-1.0,140,1,1
er-140-0.7,140,51,1
er-140-0.45,140,8,1
er-140-0.05,140,1,1
er-140-0.65,140,28,1
er-140-0.75,140,76,4
er-140-0.75,140,19,1
er-140-0.95,140,63,1
er-140-0.3,140,4,2
er-140-0.75,140,20,2
er-140-0.7,140,34,3
er-140-0.25,140,1,1
er-140-0.3,140,13,2
er-140-0.95,140,2,2
er-140-0.1,140,44,1
er-140-0.05,140,3,1
er-140-0.3,140,6,1
er-140-0.15,140,10,1
er-140-0.15,140,18,1
er-140-0.75,140,71,3
er-140-0.85,140,142,1
er-140-0.1,140,26,1
er-140-0.25,140,24,1
er-140-0.45,140,7,1
er-140-0.85,140,27,1
er-140-0.1,140,8,1
er-140-0.8,140,112,2
er-140-0.45,140,14,2
er-140-0.35,140,13,1
er-140-0.95,140,55,1
er-140-1.0,140,1,1
er-140-0.45,140,10,1
er-140-0.55,140,79,3
er-140-0.45,140,96,2
er-140-0.9,140,24,2
er-140-0.7,140,60,1
er-140-0.65,140,9,3
er-140-0.7,140,201,3
er-140-0.7,140,39,3
er-140-0.8,140,10,4
er-140-0.9,140,158,2
er-140-0.15,140,21,2
er-140-1.0,140,1,1
er-140-0.95,140,121,2
er-140-0.4,140,118,1
er-140-0.3,140,25,2
er-140-0.85,140,120,1
er-140-0.1,140,11,1
er-140-0.15,140,53,1
er-140-1.0,140,1,1
er-140-0.05,140,1,1
er-140-0.05,140,3,1
er-140-0.75,140,68,1
er-140-0.75,140,130,1
er-140-0.85,140,87,1
er-140-0.85,140,271,2
er-140-0.6,140,33,1
er-140-0.7,140,15,1
er-140-0.55,140,49,2
er-140-0.75,140,16,1
er-140-1.0,140,1,1
er-140-0.45,140,62,1
er-140-0.2,140,37,1
er-140-0.9,140,33,2
er-140-0.85,140,4,1
er-140-0.85,140,69,2
er-140-0.55,140,1,1
er-140-1.0,140,1,1
er-140-0.55,140,35,1
er-140-1.0,140,1,1
er-140-0.3,140,9,2
er-140-0.05,140,1,1
er-140-0.1,140,2,1
er-140-1.0,140,2,1
er-140-0.75,140,5,1
er-140-0.55,140,27,1
er-140-0.2,140,70,1
er-140-0.45,140,6,2
er-140-0.25,140,39,1
er-140-0.05,140,2,1
er-140-1.0,140,1,1
er-140-0.65,140,8,1
er-140-1.0,140,1,1
er-140-0.1,140,1,1
er-140-0.45,140,40,3
er-140-0.2,140,4,2
er-140-0.15,140,1,1
er-140-0.35,140,36,3
er-140-0.3,140,59,3
er-140-0.9,140,315,2
er-140-1.0,140,1,1
er-140-0.75,140,58,1
er-140-0.7,140,39,1
er-140-0.35,140,5,1
er-140-0.2,140,11,1
er-140-1.0,140,1,1
er-140-0.5,140,4,1
er-140-0.6,140,66,3
er-140-0.25,140,4,1
er-140-0.45,140,85,3
er-150-0.8,150,29,1
er-150-0.25,150,7,1
er-150-0.95,150,23,1
er-150-0.35,150,31,1
er-150-0.85,150,37,1
er-150-0.15,150,22,1
er-150-0.5,150,35,1
er-150-0.65,150,79,1
er-150-0.1,150,2,1
er-150-0.25,150,21,2
er-150-0.25,150,12,1
er-150-0.8,150,60,4
er-150-0.9,150,168,3
er-150-0.6,150,36,1
er-150-0.5,150,79,1
er-150-0.5,150,1,1
er-150-0.65,150,12,1
er-150-0.2,150,13,4
er-150-0.15,150,13,3
er-150-0.55,150,28,3
er-150-0.15,150,1,1
er-150-0.85,150,140,1
er-150-0.4,150,25,2
er-150-0.1,150,7,1
er-150-0.8,150,67,2
er-150-0.95,150,150,1
er-150-0.25,150,8,1
er-150-0.8,150,132,1
er-150-0.25,150,31,1
er-150-0.35,150,39,1
er-150-0.8,150,88,2
er-150-0.95,150,10,1
er-150-0.15,150,30,1
er-150-0.15,150,25,1
er-150-0.9,150,139,1
er-150-0.05,150,3,1
er-150-0.7,150,21,2
er-150-0.65,150,48,2
er-150-0.2,150,11,1
er-150-0.35,150,14,4
er-150-0.95,150,17,3
er-150-0.1,150,1,1
er-150-0.65,150,7,1
er-150-0.95,150,150,1
er-150-0.45,150,229,1
er-150-0.35,150,29,1
er-150-0.55,150,36,3
er-150-0.4,150,4,1
er-150-0.7,150,67,1
er-150-0.45,150,15,1
er-150-0.3,150,11,1
er-150-0.35,150,19,1
er-150-0.55,150,97,1
er-150-0.25,150,77,1
er-150-0.65,150,9,2
er-150-0.65,150,82,1
er-150-0.25,150,7,2
er-150-0.55,150,35,3
er-150-0.9,150,230,4
er-150-0.3,150,38,1
er-150-0.55,150,49,1
er-150-0.55,150,11,1
er-150-0.05,150,1,1
er-150-0.4,150,17,1
er-150-0.65,150,262,3
er-150-0.85,150,69,1
er-150-0.05,150,11,1
er-150-0.4,150,19,4
er-150-0.75,150,170,2
er-150-0.25,150,38,1
er-150-0.6,150,6,2
er-150-0.8,150,139,2
er-150-0.65,150,85,1
er-150-0.9,150,173,8
er-150-0.5,150,96,1
er-150-0.05,150,4,1
er-150-0.8,150,55,1
er-150-0.9,150,27,1
er-150-0.05,150,1,1
er-150-0.35,150,182,1
er-150-0.3,150,1,1
er-150-0.4,150,25,2
er-150-0.05,150,1,1
er-150-0.8,150,67,2
er-150-0.1,150,5,1
er-150-0.75,150,51,2
er-150-0.25,150,7,1
er-150-0.6,150,19,1
er-150-0.75,150,12,1
er-150-0.2,150,13,1
er-150-0.2,150,25,1
er-150-0.25,150,32,3
er-150-0.35,150,4,3
er-150-0.75,150,34,1
er-150-0.3,150,6,1
er-150-0.65,150,107,2
er-150-0.3,150,16,3
er-150-0.4,150,1,1
er-150-0.8,150,78,1
er-150-0.95,150,149,1
er-160-0.7,160,16,1
er-160-0.5,160,45,1
er-160-0.9,160,13,1
er-160-0.1,160,42,2
er-160-0.75,160,51,2
er-160-0.9,160,57,2
er-160-0.3,160,49,2
er-160-0.8,160,72,1
er-160-0.1,160,3,1
er-160-0.25,160,30,1
er-160-0.15,160,74,1
er-160-0.65,160,68,2
er-160-0.35,160,2,1
er-160-0.85,160,43,1
er-160-1.0,160,1,1
er-160-0.6,160,25,4
er-160-0.6,160,63,2
er-160-0.6,160,12,1
er-160-0.5,160,87,1
er-160-0.55,160,126,1
er-160-1.0,160,1,1
er-160-0.1,160,5,1
er-160-0.35,160,16,1
er-160-0.05,160,4,1
er-160-0.75,160,137,2
er-160-0.25,160,105,1
er-160-0.55,160,93,1
er-160-0.3,160,11,1
er-160-0.75,160,19,1
er-160-0.05,160,5,3
er-160-0.85,160,174,3
er-160-0.1,160,2,1
er-160-0.55,160,325,2
er-160-0.3,160,30,1
er-160-1.0,160,1,1
er-160-0.75,160,25,1
er-160-0.15,160,34,1
er-160-0.2,160,37,2
er-160-0.3,160,35,1
er-160-0.7,160,57,2
er-160-0.7,160,24,2
er-160-0.3,160,2,1
er-160-0.95,160,157,1
er-160-0.05,160,17,1
er-160-0.05,160,2,1
er-160-0.45,160,22,1
er-160-0.3,160,1,1
er-160-0.7,160,21,3
er-160-0.35,160,20,1
er-160-0.9,160,104,1
er-160-0.1,160,3,1
er-160-0.9,160,150,1
er-160-0.35,160,127,7
er-160-0.15,160,4,1
er-160-0.25,160,47,1
er-160-0.4,160,20,3
er-160-0.85,160,252,1
er-160-0.2,160,18,1
er-160-0.65,160,51,2
er-160-1.0,160,1,1
er-160-0.25,160,42,1
er-160-0.15,160,2,1
er-160-0.95,160,7,1
er-160-0.35,160,11,1
er-160-0.45,160,5,1
er-160-0.2,160,18,1
er-160-0.75,160,25,1
er-160-0.9,160,67,1
er-160-0.3,160,47,1
er-160-0.4,160,21,2
er-160-0.15,160,1,1
er-160-0.65,160,55,5
er-160-0.2,160,8,1
er-160-0.45,160,17,1
er-160-0.65,160,53,1
er-160-0.15,160,48,1
er-160-0.45,160,47,1
er-160-0.9,160,150,1
er-160-1.0,160,1,1
er-160-0.2,160,43,1
er-160-0.55,160,5,1
er-160-0.05,160,2,1
er-160-0.35,160,63,1
er-160-0.9,160,70,4
er-160-0.5,160,49,2
er-160-0.05,160,1,1
er-160-0.55,160,11,1
er-160-0.6,160,28,1
er-160-0.5,160,22,2
er-160-0.7,160,16,1
er-160-1.0,160,1,1
er-160-0.05,160,9,1
er-160-1.0,160,1,1
er-160-0.7,160,19,1
er-160-0.45,160,78,1
er-160-0.7,160,1,2
er-160-0.6,160,98,1
er-160-0.25,160,22,1
er-160-0.7,160,9,1
er-160-0.35,160,64,1
er-170-0.05,170,4,1
er-170-0.6,170,34,1
er-170-0.8,170,144,1
er-170-0.9,170,18,1
er-170-0.6,170,76,1
er-170-0.4,170,49,4
er-170-0.3,170,31,4
er-170-0.2,170,12,2
er-170-0.95,170,242,4
er-170-0.45,170,25,1
er-170-0.75,170,4,3
er-170-0.4,170,91,1
er-170-0.55,170,64,4
er-170-0.4,170,7,1
er-170-0.45,170,32,3
er-170-0.4,170,2,2
er-170-0.4,170,4,1
er-170-1.0,170,1,1
er-170-0.6,170,48,3
er-170-0.4,170,21,1
er-170-0.05,170,4,1
er-170-0.55,170,117,1
er-170-0.2,170,25,1
er-170-0.95,170,16,3
er-170-0.1,170,30,1
er-170-0.8,170,22,2
er-170-0.25,170,25,3
er-170-0.7,170,50,1
er-170-0.9,170,38,8
er-170-0.4,170,20,1
er-170-0.85,170,78,5
er-170-0.75,170,54,3
er-170-0.85,170,43,2
er-170-0.65,170,26,5
er-170-1.0,170,1,1
er-170-0.85,170,171,1
er-170-0.55,170,37,1
er-170-0.25,170,2,1
er-170-0.75,170,21,1
er-170-0.4,170,56,1
er-170-0.2,170,13,1
er-170-0.15,170,10,1
er-170-0.3,170,36,1
er-170-0.65,170,79,2
er-170-0.15,170,3,1
er-170-0.45,170,18,1
er-170-0.35,170,21,1
er-170-0.85,170,18,1
er-170-0.7,170,60,3
er-170-0.05,170,2,1
er-170-0.65,170,154,1
er-170-1.0,170,1,1
er-170-0.2,170,5,1
er-170-0.3,170,40,2
er-170-0.05,170,3,1
er-170-0.65,170,9,1
er-170-0.65,170,70,1
er-170-0.1,170,16,1
er-170-0.4,170,31,2
er-170-0.25,170,56,2
er-170-0.9,170,136,1
er-170-0.15,170,46,2
er-170-0.9,170,86,1
er-170-0.2,170,59,1
er-170-0.95,170,61,2
er-170-0.3,170,118,3
er-170-0.7,170,9,2
er-170-0.15,170,14,1
er-170-0.45,170,19,1
er-170-0.95,170,211,2
er-170-0.1,170,23,1
er-170-0.45,170,67,1
er-170-0.1,170,9,1
er-170-0.45,170,172,1
er-170-1.0,170,1,1
er-170-0.05,170,6,1
er-170-0.15,170,56,1
er-170-0.4,170,100,2
er-170-0.25,170,1,1
er-170-0.6,170,33,1
er-170-0.1,170,4,1
er-170-0.4,170,12,2
er-170-0.15,170,46,1
er-170-0.05,170,1,1
er-170-0.4,170,129,1
er-170-0.25,170,38,2
er-170-1.0,170,1,1
er-170-0.25,170,1,1
er-170-0.4,170,22,1
er-170-0.4,170,6,2
er-170-0.25,170,13,2
er-170-0.35,170,25,1
er-170-0.4,170,33,1
er-170-1.0,170,1,1
er-170-0.9,170,38,1
er-170-0.7,170,41,3
er-170-0.95,170,25,1
er-170-0.65,170,27,1
er-170-1.0,170,1,1
er-170-0.55,170,7,1
er-180-0.6,180,307,1
er-180-0.1,180,29,1
er-180-0.3,180,38,2
er-180-0.25,180,71,2
er-180-0.65,180,87,1
er-180-0.55,180,12,4
er-180-0.45,180,244,6
er-180-0.2,180,41,1
er-180-0.3,180,76,4
er-180-0.2,180,14,5
er-180-0.7,180,334,1
er-180-1.0,180,1,1
er-180-0.2,180,8,5
er-180-0.8,180,25,2
er-180-0.95,180,299,6
er-180-0.8,180,113,1
er-180-0.35,180,61,3
er-180-0.7,180,14,2
er-180-0.3,180,16,1
er-180-0.55,180,9,1
er-180-0.75,180,99,1
er-180-0.6,180,107,1
er-180-0.9,180,449,1
er-180-0.65,180,7,3
er-180-0.9,180,214,1
er-180-0.65,180,146,1
er-180-0.95,180,27,1
er-180-0.05,180,1,1
er-180-0.95,180,192,2
er-180-0.4,180,38,1
er-180-0.45,180,99,1
er-180-0.8,180,84,2
er-180-0.9,180,30,1
er-180-0.25,180,24,4
er-180-0.15,180,41,1
er-180-0.05,180,3,3
er-180-0.8,180,8,2
er-180-0.3,180,6,1
er-180-0.6,180,1,2
er-180-1.0,180,1,1
er-180-0.2,180,141,1
er-180-0.6,180,29,3
er-180-0.15,180,37,1
er-180-0.7,180,43,1
er-180-0.6,180,182,1
er-180-0.3,180,6,2
er-180-0.2,180,20,1
er-180-0.9,180,207,2
er-180-0.2,180,234,1
er-180-0.55,180,1,2
er-180-0.7,180,45,1
er-180-0.15,180,15,2
er-180-0.25,180,10,2
er-180-0.3,180,17,2
er-180-0.4,180,36,1
er-180-0.25,180,12,2
er-180-0.65,180,77,2
er-180-0.3,180,13,5
er-180-1.0,180,1,1
er-180-0.95,180,85,1
er-180-0.35,180,75,1
er-180-0.35,180,53,4
er-180-1.0,180,1,1
er-180-0.2,180,8,1
er-180-0.3,180,150,4
er-180-0.35,180,37,2
er-180-0.85,180,45,1
er-180-1.0,180,1,1
er-180-0.4,180,99,2
er-180-0.2,180,1,1
er-180-0.1,180,6,2
er-180-0.95,180,371,1
er-180-0.55,180,5,1
er-180-0.05,180,3,1
er-180-0.75,180,42,1
er-180-0.95,180,55,1
er-180-0.7,180,66,1
er-180-0.6,180,200,1
er-180-0.2,180,14,2
er-180-0.7,180,2,1
er-180-0.35,180,12,4
er-180-0.15,180,1,1
er-180-0.95,180,33,1
er-180-0.5,180,102,1
er-180-0.65,180,9,1
er-180-0.85,180,64,1
er-180-0.9,180,181,2
er-180-0.5,180,88,1
er-180-0.25,180,13,1
er-180-0.45,180,38,1
er-180-1.0,180,1,1
er-180-0.6,180,106,1
er-180-0.9,180,13,1
er-180-0.8,180,29,4
er-180-0.7,180,6,1
er-180-0.6,180,208,2
er-180-0.9,180,15,1
er-180-0.7,180,187,1
er-180-0.2,180,2,4
er-180-0.5,180,8,1
er-190-0.85,190,10,1
er-190-0.2,190,1,1
er-190-0.1,190,8,2
er-190-0.3,190,4,2
er-190-0.55,190,66,1
er-190-0.1,190,13,1
er-190-0.15,190,38,2
er-190-0.3,190,39,1
er-190-0.55,190,277,1
er-190-0.2,190,42,3
er-190-1.0,190,1,1
er-190-0.3,190,26,1
er-190-0.35,190,4,1
er-190-0.65,190,124,1
er-190-0.15,190,37,7
er-190-0.9,190,86,1
er-190-0.15,190,14,1
er-190-0.55,190,1,1
er-190-0.65,190,71,1
er-190-0.05,190,2,1
er-190-0.55,190,89,2
er-190-0.85,190,14,5
er-190-0.4,190,5,2
er-190-0.15,190,4,1
er-190-0.6,190,21,2
er-190-0.3,190,261,1
er-190-0.5,190,52,2
er-190-0.9,190,30,1
er-190-0.2,190,33,1
er-190-0.45,190,53,1
er-190-0.45,190,28,2
er-190-0.6,190,1,2
er-190-0.4,190,35,1
er-190-0.15,190,44,1
er-190-0.85,190,95,1
er-190-0.4,190,33,1
er-190-0.7,190,142,3
er-190-0.45,190,11,1
er-190-0.2,190,49,2
er-190-0.9,190,166,2
er-190-0.7,190,26,3
er-190-0.15,190,2,1
er-190-0.4,190,25,1
er-190-0.5,190,25,2
er-190-0.8,190,92,2
er-190-0.4,190,1,1
er-190-1.0,190,1,1
er-190-0.35,190,8,1
er-190-0.75,190,165,1
er-190-0.75,190,41,1
er-190-1.0,190,1,1
er-190-0.2,190,33,1
er-190-0.15,190,14,1
er-190-0.95,190,17,1
er-190-1.0,190,1,1
er-190-0.3,190,3,1
er-190-0.4,190,48,1
er-190-0.75,190,69,1
er-190-0.3,190,124,1
er-190-0.65,190,218,1
er-190-1.0,190,1,1
er-190-0.3,190,10,1
er-190-0.1,190,20,1
er-190-0.55,190,161,1
er-190-0.85,190,303,1
er-190-1.0,190,1,1
er-190-0.95,190,335,2
er-190-0.85,190,254,4
er-190-0.6,190,164,5
er-190-0.6,190,170,4
er-190-1.0,190,1,1
er-190-0.2,190,19,1
er-190-0.9,190,40,3
er-190-0.3,190,35,2
er-190-0.5,190,9,1
er-190-0.25,190,51,1
er-190-0.95,190,428,1
er-190-0.85,190,14,1
er-190-0.75,190,26,3
er-190-0.8,190,39,1
er-190-0.6,190,230,1
er-190-0.1,190,4,1
er-190-0.3,190,21,1
er-190-0.25,190,4,1
er-190-0.95,190,232,2
er-190-0.35,190,73,2
er-190-0.7,190,114,1
er-190-1.0,190,1,1
er-190-0.3,190,24,1
er-190-0.4,190,52,3
er-190-0.55,190,1,6
er-190-0.2,190,5,1
er-190-0.75,190,22,2
er-190-0.05,190,7,1
er-190-1.0,190,1,1
er-190-0.95,190,364,2
er-190-0.45,190,132,2
er-190-0.45,190,71,1
er-190-0.2,190,46,1
er-190-0.35,190,24,1
er-200-0.05,200,3,1
er-200-0.3,200,76,1
er-200-0.3,200,36,3
er-200-1.0,200,1,1
er-200-0.6,200,86,2
er-200-0.6,200,51,1
er-200-0.9,200,129,1
er-200-0.75,200,31,1
er-200-0.35,200,60,1
er-200-0.95,200,196,1
er-200-0.4,200,83,1
er-200-0.3,200,2,1
er-200-0.25,200,56,3
er-200-0.35,200,53,2
er-200-0.85,200,255,2
er-200-0.6,200,69,1
er-200-0.85,200,134,3
er-200-0.55,200,10,1
er-200-0.25,200,10,2
er-200-0.45,200,108,1
er-200-0.15,200,45,1
er-200-0.4,200,15,2
er-200-0.75,200,107,2
er-200-0.2,200,3,2
er-200-0.4,200,26,1
er-200-0.5,200,84,2
er-200-0.3,200,18,1
er-200-0.15,200,15,2
er-200-0.1,200,12,1
er-200-0.1,200,53,1
er-200-0.7,200,173,1
er-200-0.95,200,67,3
er-200-0.95,200,82,2
er-200-0.9,200,468,1
er-200-0.2,200,24,2
er-200-0.5,200,57,1
er-200-1.0,200,1,1
er-200-0.45,200,16,1
er-200-0.7,200,174,5
